"reportante","tipo_de_testiga","tipo_de_victima","edad_victima","sexo_asignado_nacer","identidad_genero","orientacion_sexual","expresion_genero","tipo_de_agresora","tipo_de_agresion","subtipo_de_agresion","descripcion_incidente","dia_incidente","hora_incidente","fecha_reporte_visible","entidad","ciudad","tipo_de_lugar","subtipo_de_lugar","latitud","longitud","reporte_previo","reporte_previo_quien","satisfaccion_reporte_previo","razon_no_reporte_previo","estado_civil","nacionalidad","escolaridad","ocupacion","ingreso","seguridad_social","identidades","id"
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Hombre cis","Bisexual","Neutra","Compañera de escuela","Sexual","La víctima fue agredida sexualmente","Fui amenazado por correrme de la institución y hacer que debía mi colegiatura si no hacía lo que él quería y con sus fechiches más sucios, con ello enfermandome por heridas internas",2023-06-17,"00:00:00",2023-06-23 20:13:55,"Estado de México","Toluca","Público","Escuela o Universidad pública",19.289099318452,-99.656892567873,"No",,,"No sabía en dónde denunciarlo",,,,,,,,12250
"Personal","Personal","Determinada","De 26 a 30 años","Hombre","Hombre cis","Gay","Muy masculina","Familiar o cohabitante","Sexual","La víctima fue agredida sexualmente","Me golpeo, violó, y mando personas a golpearme",2023-06-17,"16:00:00",2023-06-23 20:14:25,"Oaxaca","Oaxaca","Privado","Casa propia o casa familiar",17.069167861773,-96.715526999909,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,12253
"Personal","Personal","Determinada","De 31 a 35 años","Hombre","Hombre cis","Gay","Masculina","Familiar o cohabitante","Verbal","La víctima fue agredida verbalmente","Enojada se refirió a mí como florecita iniciando mi orientación con manera de burlar y una risa media sarcástica sin emitir sonido.",2022-07-14,"16:00:00",2023-06-23 20:14:47,"Veracruz","Coatzacoalcos","Privado","Casa propia o casa familiar",18.1394292,-94.4272772,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,12254
"Testiga","ONG","Determinada","De 31 a 35 años","Mujer","Mujer cis","Lesbiana","Un poco masculina","Patrona o fuente de ingreso privada","Laboral","La víctima fue sancionada o despedida injustificadamente","En cuanto se dió a conocer su identidad sexual por el inicio del mes del orgullo se le empezó a tratar diferente, e incluso tenemos miedo de que la despidan. La empresa se negó a querer celebrar el mes del orgullo y varios empleados nos sentimos con miedo de expresarnos.",2023-06-01,"13:00:00",2023-06-23 20:15:21,"Ciudad de México","Cuauhtémoc","Privado","Empresa u oficina privada",19.4218433,-99.1669138,"No",,,"No sabía en dónde denunciarlo",,,,,,,,12255
"Personal","Personal","Determinada","De 12 a 17 años","Hombre","Hombre cis","Bisexual","Un poco femenina","Familiar o cohabitante","Verbal","La víctima fue agredida verbalmente","Yo estaba en mi casa probandome ropa de mujer y llego mi hermano y me empezó a decir que era un hombre no una mujer que parecía un pendejo",2023-06-14,"03:32:00",2023-06-23 20:16:07,"Sinaloa","Mazatlán","Privado","Casa propia o casa familiar",23.273240235697,-106.36280622546,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,12258
"Personal","Personal","Determinada","De 26 a 30 años","Hombre","Hombre cis","Bisexual","Masculina","Familiar o cohabitante","Psicológica","La víctima fue agredida psicológicamente","Descriminacion y agrexion física y emocional",2023-06-02,"20:08:00",2023-06-23 20:16:26,"Tamaulipas","Reynosa","Privado","Casa propia o casa familiar",26.0243669,-98.3433603,"No",,,"No sabía en dónde denunciarlo",,,,,,,,12259
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Hombre cis","Gay","Un poco masculina","Familiar o cohabitante","Psicológica","La víctima fue agredida psicológicamente","Han revisado mis cuentas personales, me han llegado a cuestionar por mi forma de vestir, he recibido comentarios homofóbicos",2023-05-20,"20:00:00",2023-06-23 20:16:46,"Estado de México","Chimalhuacán","Privado","Casa propia o casa familiar",19.436729447654,-98.943218949325,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,12260
"Personal","Personal","Determinada","De 26 a 30 años","Hombre","Hombre cis","Gay","Un poco femenina","Persona no identificada","Psicológica","La víctima fue agredida psicológicamente","Está persona o personas me han contactado por redes sociales en su mayoría por grindr al quedar en mi sitio o su sitio exponen mi vida como una tercera persona, modificando detalles con un ex o con situaciones en las cuales yo he sido la víctima, posterior a eso, han habido ocasiones en las que se han burlado abiertamente de mis sucesos ya que estoy pasando por depresión y ansiedad, pero optó por correrlos o irme del lugar sin más pero es abrumador, ya que eh perdido a mis amigos y conocidos. Me siento como si estuviera quedando loco a pesar de que no es así, he denunciado varios perfiles con estas similitudes, la mayoría del tiempo que quiero tener un encuentro justo es para olvidar un poco la mierda que me a pasado. Al principio pensé que solo era una alucinación mía o algún mal entendido. Pero ya es muy evidente la manera que tratan de ostigarme o tratando de hacerme sentir miserable",2023-06-08,"00:00:00",2023-06-23 20:17:39,"Puebla","Puebla","Redes sociales o medios de comunicación","Redes sociales",19.0291886,-98.1919112,"No",,,"Tengo miedo de denunciar",,,,,,,,12261
"Personal","Personal","Determinada","De 41 a 50 años","Hombre","Hombre cis","Gay","Un poco masculina","Familiar o cohabitante","Verbal","La víctima fue agredida verbalmente","A pesar de mi edad no me aceptan yo tengo pareja y vivo bien con ella pero mi familia sobre todo mi madre se la pasa insultándome, yo la quiero mucho pero ella me dice cosas muy fuertes y ya convenció a mi padre para que igual me rechace, yo no vivo con ellos pero ya han dejado de hablarme, demasiado aguante y me crearon muchos traumas su rechazo desde la niñez fue asqueroso",2023-06-16,"13:00:00",2023-06-23 20:18:21,"Yucatán","Mérida","Privado","Casa propia o casa familiar",21.030935254735,-89.642418856652,"No",,,"No sabía en dónde denunciarlo",,,,,,,,12263
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Hombre cis","Gay","Neutra","Familiar o cohabitante","Psicológica","La víctima fue agredida psicológicamente","Abuso de privacidad",2023-06-16,"00:00:00",2023-06-23 20:18:44,"Veracruz","Xalapa","Privado","Casa propia o casa familiar",19.5238476,-96.9170431,"No",,,"Tengo miedo de denunciar",,,,,,,,12265
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Persona no binaria","Gay","Un poco femenina","Familiar o cohabitante","A la intimidad","La víctima fue expuesta en su vida privada o datos personales","Mi madre me sacó del closet al llegar ella de trabajar, toda mi familia me llamó enfermx, luego de eso mi vida empeoró por ellos e intenté suicidarme a los 15 años de edad",2014-03-19,"15:00:00",2023-06-23 20:19:20,"Ciudad de México","Azcapotzalco","Privado","Casa propia o casa familiar",19.486968691199,-99.199429750443,"Si","Autoridad gubernamental|Pareja, familia o amistades de la víctima",,,,,,,,,,12267
"Personal","Personal","Determinada","De 36 a 40 años","Hombre","Hombre cis","Gay","Masculina","Vecina","Psicológica","La víctima fue agredida psicológicamente","Me grito maríca desde su casa por tener la luz en la noche encendida, y se dirige a mi la señora de una manera despectiva",2023-06-16,"13:00:00",2023-06-23 20:19:45,"Quintana Roo","Benito Juárez","Privado","Casa propia o casa familiar",21.165428325141,-86.924525457107,"No",,,"No sabía en dónde denunciarlo",,,,,,,,12268
"Personal","Personal","Determinada","De 31 a 35 años","Hombre","Hombre cis","Bisexual","Muy masculina","Persona no identificada","Verbal","La víctima fue agredida verbalmente","Estoy rentando en unos de los departamentos y unos señores albañiles ya tomados, me decían de cosas, yo los ignore entonces creo que por eso creen que soy una persona débil que se dejará pisotear, estaba borrachos por eso no les dije nada",2023-06-17,"19:00:00",2023-06-23 20:21:21,"Sinaloa","Guasave","Privado","Casa propia o casa familiar",25.566167821539,-108.46297120623,"No",,,"No sabía en dónde denunciarlo",,,,,,,,12271
"Personal","Personal","Determinada","De 26 a 30 años","Hombre","Persona no binaria","Bisexual","Neutra","Familiar o cohabitante","Expulsión del hogar","La víctima fue expulsada de su casa","Me dijeron que me fuera de su casa",2022-12-24,"00:00:00",2023-06-23 20:21:49,"Chihuahua","Ciudad Juárez","Privado","Casa propia o casa familiar",31.6235363,-106.4127983,"No",,,"No sabía en dónde denunciarlo",,,,,,,,12273
"Personal","Personal","Determinada","De 12 a 17 años","Hombre","Hombre cis","Bisexual","Neutra","Familiar o cohabitante","Psicológica","La víctima fue agredida psicológicamente","Me encontraron un mensaje y mis papás me empezaron a agredir verbalmente",2022-07-09,"21:00:00",2023-06-23 20:22:07,"Morelos","Xochitepec","Privado","Casa propia o casa familiar",18.7955184,-99.2314492,"No",,,"No sabía en dónde denunciarlo",,,,,,,,12274
"Personal","Personal","Determinada","De 26 a 30 años","Hombre","Hombre cis","Gay","Un poco femenina","Patrona o fuente de ingreso privada","Exclusión","La víctima fue excluida de alguna actividad por su orientación sexual, identidad o expresión de género","El gerente de tienda me humillo por ser homosexual y me humillaba enfrente de clientes es homofobico",2023-06-06,"14:00:00",2023-06-23 20:22:34,"Yucatán","Mérida","Privado","Centro comercial o establecimiento comercial",20.943159366361,-89.639024921678,"Si","Autoridad gubernamental",1,,,,,,,,,12275
"Personal","Personal","Determinada","De 26 a 30 años","Hombre","Hombre cis","Gay","Neutra","Persona no identificada","Verbal","La víctima fue agredida verbalmente","Estaban 4 personas expresándose deliberadamente sobre mi y mi orientación sexual.",2023-05-30,"19:00:00",2023-06-23 20:22:57,"Chihuahua","Chihuahua","Privado","Centro comercial o establecimiento comercial",28.6754481,-106.1157473,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,12276
"Personal","Personal","Determinada","De 31 a 35 años","Hombre","Hombre cis","Gay","Un poco femenina","Doctora, psicóloga, enfermera o personal de salud","Impedimento de entrada, negación de servicios o derechos","La víctima fue negada en la prestación de servicios de salud","Me negaron vacunación",2023-06-17,"00:10:00",2023-06-26 20:21:44,"Sonora","San Luis Río Colorado","Público","Hospital o centro de salud público",32.4572991,-114.7471686,"Si","Autoridad gubernamental",1,,,,,,,,,12278
"Testiga","Amiga","Determinada","De 12 a 17 años","Hombre","Hombre cis","Gay","Un poco femenina","Familiar o cohabitante","Expulsión del hogar","La víctima fue expulsada de su casa","La madre del menor lo corrió de su casa",2023-06-12,"13:00:00",2023-06-26 20:22:11,"Querétaro","Querétaro","Privado","Casa propia o casa familiar",20.6360722,-100.4663523,"No",,,"Me lo contó la víctima y no quiere que se sepa",,,,,,,,12279
"Personal","Personal","Determinada","De 26 a 30 años","Hombre","Hombre cis","Gay","Masculina","Familiar o cohabitante","Expulsión del hogar","La víctima fue expulsada de su casa","Llegue con mi pareja y mi padre lo corrió, me fui con el a vivir aún estudiaba en la universidad",2019-06-12,"00:00:00",2023-06-26 20:22:35,"San Luis Potosí","San Luis Potosí","Privado","Casa propia o casa familiar",22.146459347795,-101.02793455124,"No",,,"Tengo miedo de denunciar",,,,,,,,12281
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Hombre cis","Gay","Un poco femenina","Persona no identificada","Verbal","La víctima fue agredida verbalmente","Estaba con un chico que conocí y nos besamos y nos vio y fue a insultarme",2023-06-08,"18:00:00",2023-06-26 20:22:55,"Tamaulipas","Matamoros","Privado","Casa ajena",25.8690294,-97.5027376,"No",,,"Tengo miedo de denunciar",,,,,,,,12283
"Testiga","Solidaria","Determinada","De 12 a 17 años","Hombre","Hombre cis","Gay","Un poco femenina","Persona no identificada","Física","La víctima fue agredida físicamente","El agresor llegó en su camioneta con un arma de fuego llamando a la víctima JOTO!!!, JOTO!!!, TE VOY A MATAR PINCHE JOTO PARA QUE DE UNA VEZ TE VAYAS AL INFIERNO. Y le disparó en los pies. Después el agresor bajó de la camioneta y comenzó a golpear a la víctima con un palo que sacó de la camioneta. La víctima que era algo afeminado pues llevaba una vestimenta algo femenina y se expresaba de manera algo afeminada. La gente a los alrededores solo se quedó viendo y no hizo nada, después el agresor subió a su coche y se fue y ahí, quedo la víctima en el piso casi muerta tirada hasta que llegó una ambulancia, yo lo vi todo desde mi ventana. Y en el pueblo ya an sucedido otras agresiones a gente homosexual por parte de personas de zonas poco desarrollada y nadie hace nada, ni siquiera la policía hace algo.",2023-06-16,"20:30:00",2023-06-26 20:24:22,"Michoacán","Coalcomán","Público","Vía pública o parque público",18.776792909696,-103.15773513439,"No",,,"No sabía en dónde denunciarlo",,,,,,,,12284
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Hombre cis","Gay","Neutra","Conductora pública","Física","La víctima fue agredida físicamente","Fui golpeado",2023-04-17,"21:00:00",2023-06-26 20:25:12,"Morelos","Atlatlahucan","Público","Vía pública o parque público",18.9353236,-98.8997015,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,12287
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Hombre cis","Gay","Neutra","Familiar o cohabitante","Física","La víctima fue agredida físicamente","Me golpearon por ser gay",2023-06-10,"15:00:00",2023-06-26 20:27:05,"Oaxaca","Oaxaca","Privado","Casa propia o casa familiar",17.064773360488,-96.714136279599,"No",,,"Tengo miedo de denunciar",,,,,,,,12292
"Personal","Personal","Determinada","De 41 a 50 años","Hombre","Hombre cis","Gay","Un poco masculina","Familiar o cohabitante","Verbal","La víctima fue agredida verbalmente","Palabras discriminatorio en relacion a mi vestimenta",2023-06-16,"06:00:00",2023-06-26 20:27:22,"Sonora","Nogales","Privado","Casa propia o casa familiar",31.3096503,-110.9455526,"No",,,"Tengo miedo de denunciar",,,,,,,,12293
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Hombre cis","Gay","Neutra","Familiar o cohabitante","Psicológica","La víctima fue agredida psicológicamente","Pasó de una conversación sobre mi vestimenta y terminó una conversación homofóbica donde a mi familia le avergüenza tener un hijo gay",2023-06-17,"07:00:00",2023-06-26 20:27:59,"Querétaro","Colón","Privado","Casa propia o casa familiar",20.7812807,-100.0509673,"Si","Pareja, familia o amistades de la víctima",1,,,,,,,,,12295
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Persona no binaria","Gay","Neutra","Familiar o cohabitante","Verbal","La víctima fue agredida verbalmente","Mi madre me agredió verbalmente al saber que yo su hijo tenía y sentía atracción por los hombres. Por esos hechos decidí salirme de casa a la edad de 17 años. Aunque más tarde tuve que regresar.",2015-10-23,"15:00:00",2023-06-26 20:29:24,"Baja California","Tijuana","Privado","Casa propia o casa familiar",32.5149469,-117.0382471,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,12298
"Personal","Personal","Determinada","De 41 a 50 años","Hombre","Hombre cis","Gay","Masculina","Familiar o cohabitante","Sexual","La víctima fue agredida sexualmente","Desde los 8 años me obligaba a tener sexo y yo siendo niño me sujetaba con firmeza y me penetraba, yo sentía mucho dolor y con mi cabeza le intentaba dar golpes en su barbilla pero era en vano. El seguía sujetandome y lastimandome y me soltaba hasta que el terminaba",1984-06-16,"23:00:00",2023-06-26 20:29:54,"Ciudad de México","Venustiano Carranza","Privado","Casa propia o casa familiar",19.4127278,-99.1303392,"No",,,"Tengo miedo de denunciar",,,,,,,,12300
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Mujer trans","Heterosexual","Muy femenina","Familiar o cohabitante","Física","La víctima fue agredida físicamente","Todo el tiempo estoy recibiendo agresiones verbales por parte de mi papá, el día qué el me pego lo hizo porque no le gusta la forma en la que yo soy (femenino). Ese día comenzó a agredirme verbalmente hasta llegar a pegarme",2023-06-14,"11:00:00",2023-06-26 20:30:22,"Tabasco","Villahermosa","Privado","Casa propia o casa familiar",17.9837093,-92.9526885,"No",,,"No sabía en dónde denunciarlo",,,,,,,,12301
"Personal","Personal","Determinada","De 31 a 35 años","Hombre","Hombre cis","Gay","Masculina","Patrona o fuente de ingreso privada","A la intimidad","La víctima fue expuesta en su vida privada o datos personales","El Director Médico de la unidad de hemodiálisis, el día que ocurrieron los hechos, no reunimos con la urgencia de acordar los lineamientos para dar frente al la pandemia COVID 19. Para ello, se realizó una reunión en la misma, estuvo presente el director, el cual, ventiló ante el personal de enfermería y administrativo mi diagnóstico de VIH + (con prueba serológicos positiva en julio 2017) cabe señalar que formo parte del personal de enfermería, desde el febrero 2010. Es importante señalar que durante, estos 13 años en los cuales he laborando, he sido sujeto de acoso laboral, hostigamiento laboral, violencia verbal, violencia psicológica, discriminación por mi orientación sexual y homofobia. El personal administrativo en todo momento, ha sido omiso en dar solución a ello.",2020-04-20,"12:00:00",2023-06-26 20:32:00,"Baja California","Tijuana","Privado","Hospital o clínica privada",32.5257728,-117.0274796,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,12303
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Hombre cis","Gay","Un poco femenina","Familiar o cohabitante","A la intimidad","La víctima fue expuesta en su vida privada o datos personales","Pues mi familia cristiana no acepta el hecho de mi sexualidad al punto que mi familiar me lo ha dicho y se expresa de una forma déspota de mi orientación",2017-06-16,"17:00:00",2023-06-26 20:34:12,"Veracruz","Fortín","Privado","Casa propia o casa familiar",18.9005888,-97.0001091,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,12307
"Personal","Personal","Determinada","De 26 a 30 años","Hombre","Mujer trans","Heterosexual","Un poco femenina","Patrona o fuente de ingreso privada","Laboral","La víctima fue sancionada o despedida injustificadamente","Por mi orientación sexual y por ser gay tuve un despido injustificado",2023-04-06,"10:00:00",2023-06-26 20:35:09,"Tabasco","Centla","Privado","Hospital o clínica privada",18.5333932,-92.6460586,"No",,,"Tengo miedo de denunciar",,,,,,,,12308
"Personal","Personal","Determinada","De 31 a 35 años","Hombre","Hombre cis","Gay","Un poco femenina","Familiar o cohabitante","Psicológica","La víctima fue agredida psicológicamente","Realización comentarios homofóbico y de manera directa señalaron que si me mataban y tenían mi cuerpo el drama solo duraría un día porque a los putos nadie les importa, dejándome en una situación muy incómoda y claramente desprotegida",2023-06-01,"14:00:00",2023-06-26 20:36:21,"Guerrero","Acapulco","Privado","Casa ajena",16.881795001391,-99.853084087372,"No",,,"No sabía en dónde denunciarlo",,,,,,,,12309
"Personal","Personal","Determinada","De 26 a 30 años","Hombre","Mujer trans","Heterosexual","Muy femenina","Familiar o cohabitante","Verbal","La víctima fue agredida verbalmente","Siempre intenta intimidarme en la calle y me roba",2023-06-11,"00:02:00",2023-06-26 20:37:03,"Jalisco","Tlaquepaque","Privado","Casa propia o casa familiar",20.6398932,-103.3160322,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,12311
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Hombre cis","Gay","Un poco femenina","Familiar o cohabitante","Verbal","La víctima fue agredida verbalmente","Me declare gay en frente de mi familia y mi mamá lo acepto pero mi hermano no y desde ese día hasta el momento no me aceptado y todos los días me dice diferentes nombres como si fuera un juego y yo ya no lo aguanto más",2023-04-13,"00:00:00",2023-06-26 20:37:37,"Baja California","Mexicali","Privado","Casa propia o casa familiar",32.6646411,-115.4139177,"No",,,"No sabía en dónde denunciarlo",,,,,,,,12312
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Hombre cis","Gay","Femenina","Familiar o cohabitante","A la intimidad","La víctima fue expuesta en su vida privada o datos personales","Mi hermano me sacó del Closet con mi familia y ellos no reaccionaron bien, inmediatamente se hicieron presentes los comentarios agresivos y LGBTTTIQ+fobicos",2023-05-07,"16:00:00",2023-06-26 20:56:23,"Ciudad de México","Iztapalapa","Privado","Casa propia o casa familiar",19.3434287,-98.9880319,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,12316
"Personal","Personal","Determinada","De 26 a 30 años","Hombre","Hombre cis","Gay","Masculina","Patrona o fuente de ingreso privada","Exclusión","La víctima fue excluida de alguna actividad por su orientación sexual, identidad o expresión de género","Mi jefe me discrimina por ser gay. Me hostiga para renunciar. En mi trabajo se dirige hacia mi persona de forma discriminatoria. He caído en depresión y ansiedad por el estrés laboral, he intentado matarme por esta situación porque hace que mis compañeros no me hablen.",2022-01-10,"02:00:00",2023-06-26 20:57:26,"Quintana Roo","Benito Juárez","Privado","Empresa u oficina privada",21.0911674,-86.7714777,"Si","Instancia privada",1,,,,,,,,,12318
"Testiga","Reporte Amicus","Determinada","De 31 a 35 años","Hombre","Persona no binaria","No reportada","Femenina","Persona no identificada","Verbal","La víctima fue agredida verbalmente","Se citó un tweet donde aparecía una foto de Le Magistrade que decía lo siguiente 'No soy un persignado. Nada me asusta. Pero anatómicamente yo se que a un hombre. (Al menos como yo) nos es casi imposible sentarnos así. O hay cirujanos muy hábiles o la naturaleza no dio lo que debía.'",2023-06-17,"09:52:00",2023-06-26 20:59:00,"Ciudad de México",,"Redes sociales o medios de comunicación","Redes sociales",19.4326077,-99.133208,"No",,,"Reporte Amicus",,,,,,,,12320
"Testiga","Solidaria","Determinada","De 31 a 35 años","Hombre","Mujer trans","Heterosexual","Muy femenina","Medio de comunicación o periodista","A la intimidad","La víctima fue expuesta en su vida privada o datos personales","Vi una noticia en línea del medio de comunicación 'Noticieros en línea' donde el título de la nota era directamente transfóbico a una mujer trans, 'Así se veía Wendy Guevara antes de su transición'. ",2023-06-17,"19:00:00",2023-06-26 21:03:52,"Guanajuato","León","Redes sociales o medios de comunicación","Medio de comunicación",21.1250077,-101.6859605,"Si","Instancia privada",1,,,,,,,,,12321
"Testiga","Solidaria","Determinada","De 31 a 35 años","Hombre","Mujer trans","Heterosexual","Muy femenina","Compañera de trabajo privado","Verbal","La víctima fue agredida verbalmente","En el programa la casa de los famosos, constantemente agreden de forma verbal con comentarios transfóbicos a Wendy Guevara, la primera mujer trans en participar en un reality show en México, tanto Poncho Denigris como Sergio Mayer, le han agredido a Wendy con comentarios como “Tiene la cara más grande que yo; me va a dar un arrimón; no podría estar con alguien que tiene 'riata'', 'Carmelo ¿cómo cargas con eso, dónde lo guardas? ¿dónde guarda esa madre? Con razón te tardas en bañar porque tienes que bañar al niño ¡Qué barbaridad, qué paquete se carga este Carmelo! ahora entiendo por qué comes tanto, tienes que alimentar a ese niño”. Así mismo la han espiado bándose.",2023-06-15,"16:00:00",2023-06-26 21:06:33,"Ciudad de México",,"Redes sociales o medios de comunicación","Medio de comunicación",19.4069295,-99.3073474,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,12323
"Testiga","Solidaria","Determinada","De 18 a 25 años","No reportado","No reportada","No reportada","Neutra","Policía, tránsito o MP","Detención injustificada","La víctima fue detenida sin justificación","El 17 de junio, polícias de tránsito y organizadores oficialistas de la marcha querían evitar que la marcha del Pride en Puebla llegara al Zócalo sin níngun argumento, simplemente estaban obstruyendo la vía pública para que la marcha terminara en este recinto público donde cada año termina.",2023-06-17,"17:00:00",2023-06-26 21:06:40,"Puebla","Puebla","Público","Vía pública o parque público",19.0438393,-98.1982317,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,12324
"Testiga","Reporte Amicus","Indeterminada",,,"Personas trans","Personas no heterosexuales",,"Servidora pública","Verbal","La víctima fue agredida verbalmente","El presidente municipal de Tepatitlan Jalisco se burló después de que el Regidor Pancho presentara un punto de acuerdo para iluminar edificios públicos en el marco del mes del orgullo, sin embargo el presidente municipal lo calificó como ocurrencia y sugiere en todo caso iluminar de azul los edificios por el día del padre, o de los colores de las chivas.",2023-06-15,"11:00:00",2023-06-26 21:11:39,"Jalisco","Tepatitlán","Público","Oficina de Gobierno",20.8166951,-102.7624398,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,12325
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Hombre cis","Gay","Masculina","Familiar o cohabitante","Psicológica","La víctima fue agredida psicológicamente","Rechazo, maltrato verbal, daño psicológico",2022-05-06,"09:00:00",2023-06-26 21:12:09,"Guanajuato","Salvatierra","Privado","Casa propia o casa familiar",20.209034487819,-100.88129662405,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,12326
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Hombre cis","Gay","Un poco femenina","Persona no identificada","Sexual","La víctima fue agredida sexualmente","Agresión sexual. Levante un acta de hecho y denuncia ante el ministerio público correspondiete la fiscalia",2023-06-15,"23:00:00",2023-06-26 21:13:01,"Ciudad de México","Cuauhtémoc","Público","Centro deportivo o centro comunitario público",19.4436898,-99.1184194,"Si","Autoridad gubernamental",1,,,,,,,,,12338
"Personal","Personal","Determinada","De 41 a 50 años","Mujer","Mujer cis","Lesbiana","Un poco masculina","Familiar o cohabitante","A la intimidad","La víctima fue expuesta en su vida privada o datos personales","Personas se metieron a golpearme a mi casa porque las metió una vecina porque les caía mal porque soy lesbiana, tengo videos",2023-06-16,"23:59:00",2023-06-26 21:13:56,"Ciudad de México","Iztacalco","Privado","Casa propia o casa familiar",19.4028714,-99.0794071,"Si","Autoridad gubernamental",1,,,,,,,,,12339
"Personal","Personal","Determinada","De 31 a 35 años","Hombre","Hombre cis","Gay","Neutra","Servidora pública","Física","La víctima fue agredida físicamente","En la noche del incidente este sujeto que es el velador de las Oficinas de Vectores, mientras salí a barrer la calle como habitualmente lo hago en las noches, esté señor se me quedó mirando y de repente salto hacia la banqueta, ya que tenía la puerta abierta que da acceso ala calle de dichas oficinas y tomo una gran piedra y comenzó a perseguirme lentamente, buscando el momento para arrojarme la piedra. En un primer intento la arrojo a una casa fallando , después cruzó la calle y volvió a tomar la piedra y para poder golpearme. En eso tome las llaves de mi casa y entre en ella. Lleno de miedo ya no salí. 2 horas después me asome por las ventanas y este tipo había desaparecido y todo estaba solo y oscuro.",2023-06-19,"20:55:00",2023-06-26 21:15:08,"Guerrero","Iguala","Público","Vía pública o parque público",18.340873989284,-99.53332274452,"No",,,"No sabía en dónde denunciarlo",,,,,,,,12341
"Personal","Personal","Determinada","De 31 a 35 años","Hombre","Hombre cis","Gay","Neutra","Vecina","Verbal","La víctima fue agredida verbalmente","Al llegar como siempre al trabajo como a las once de la mañana me siento en el mismo sillón de siempre viendo hacia la calle pero sin un punto en específico simplemente es mi lugar de descanso mientras espero que llegue gente al local, entonces un señor de la acera de enfrente comienza a gritar insultos y que por qué lo estoy viendo con palabras sumamente groseras a lo que dirijo mi mirada a quien se dirigía y era hacia mi diciendo que ya estaba arto de que me le quedará viendo a lo que trate de pensar en otra cosa pues entre su ropa mostró un arma y eso me mantuvo alterado el resto del día pues ya había sucedido algo así como hace aproximadamente dos meses pero como había más personas no pensé que fuera mi, lo que supe después es que es un vecino que se acaba de mudar a la colonia y que es un tipo muy agresivo me da miedo por mi integridad y por mis mascotas ya que no se si es una persona que este enferma o tenga algún conflicto contra mi pues yo ni siquiera lo ubicaba no lo conozco pero me tiene algo alarmado no se en donde podría poner una denuncia y si me creerían pues ya he sido víctima de asaltos y en el ministerio público solo te dan el avión, ojalá además de este paso que doy pueda tener a dónde acudir informarme y prevenir una situación que sobrepase de esos actos verbales ya que pensándolo la calle es de todos y puedes ver a alguien siempre y cuando no lo ofendas ni lo acoses, también tengo que decir que soy una persona super tranquila incapaz de faltarle el respeto a alguien con miradas intimidaroria o acosadoras.",2023-06-17,"12:00:00",2023-06-26 21:22:37,"Estado de México","Buenavista","Público","Vía pública o parque público",19.5952581,-99.1667461,"No",,,"No sabía en dónde denunciarlo",,,,,,,,12342
"Testiga","Solidaria","Determinada","De 36 a 40 años","Hombre","No reportada","Gay","Un poco femenina","Familiar o cohabitante","Económica","La víctima fue agredida económicamente","El muchacho se llama Pedro y es homeless, después de la muerte de su padre, su madrastra y su familia lo dejaron en la calle por homofóbicos.",2023-06-21,"00:00:00",2023-06-26 21:16:56,"Guanajuato","León","Público","Vía pública o parque público",21.1524416,-101.7117308,"No",,,"No sabía en dónde denunciarlo",,,,,,,,12344
